Station Number,Station Name,Province,Status,Latitude,Longitude,Year From,Year To,Gross Drainage Area (km2),Effective Drainage Area (km2),Regulation,Data Type,Operation Schedule,Sediment,RHBN,Real-Time,Datum Name,Publishing Office,Operating Agency,Contributed
08MC026,"PABLO CREEK BELOW WESTWICK LAKE",BC,Discontinued,52.00611,-122.17306,1966,1966,"",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC027,"FIVE MILE CREEK BELOW CARIBOO BILL LAKE",BC,Discontinued,52.17472,-121.95444,1965,1975,"",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC028,"BORLAND CREEK ABOVE EAGLE MEADOWS DAM",BC,Discontinued,52.09167,-121.80556,1966,1970,"4.92",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MC029,"WEETMAN CREEK BELOW STORAGE DAM",BC,Discontinued,52.10444,-122.10417,1967,1973,"",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC030,"SODA CREEK NEAR THE MOUTH",BC,Discontinued,52.34028,-122.26667,1967,1975,"54.9",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC031,"ROBERTS SPRING OVERFLOW NEAR WILLIAMS LAKE",BC,Discontinued,52.10583,-122.04167,1969,1974,"",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC032,"MCLEESE CREEK BELOW DUCKWORTH LAKE",BC,Discontinued,52.36278,-122.27306,1969,1979,"151",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC033,"WEETMAN CREEK ABOVE STORAGE DAM",BC,Discontinued,52.10250,-122.11167,1974,1980,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC035,"TINGLEY CREEK AT LOT 9494",BC,Discontinued,52.47500,-122.52639,1978,1979,"105",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC036,"CHIMNEY CREEK AT DOG CREEK ROAD",BC,Discontinued,52.05833,-122.11167,1979,1980,"",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC037,"BORLAND CREEK BELOW WISE CREEK",BC,Discontinued,52.11222,-121.90472,1979,1980,"",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC038,"KNIFE CREEK BELOW OUTLET OF SQUAWK LAKE",BC,Discontinued,52.00333,-121.65556,1988,1988,"",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC039,"BORLAND CREEK BELOW VALLEY CREEK",BC,Discontinued,52.11472,-121.93722,1984,2024,"192",,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC040,"SAN JOSE RIVER ABOVE BORLAND CREEK",BC,Active,52.07708,-121.99189,1984,2024,"1990",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08MC041,"FORBES CREEK NEAR THE MOUTH",BC,Discontinued,51.87250,-121.58806,1984,1991,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC042,"VALLEY CREEK AT THE MOUTH",BC,Discontinued,52.11500,-121.93306,1986,1988,"",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC043,"MELDRUM CREEK BELOW MCTAGGART LAKE",BC,Discontinued,52.15278,-122.55639,1986,1994,"82.7",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC044,"COLDSPRING CREEK NEAR 950 M CONTOUR",BC,Discontinued,52.02639,-121.68611,1987,1996,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC045,"SHERIDAN CREEK ABOVE MCLEESE LAKE",BC,Active,52.42625,-122.29464,2011,2024,"99.0",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08MC046,"SQUAWK LAKE NEAR 141 MILE HOUSE",BC,Discontinued,52.03778,-121.60361,1987,1992,"81.4",,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"B.C. MINISTRY OF ENVIRONMENT",Y
08MC047,"KNIFE CREEK ABOVE DIVERSIONS",BC,Discontinued,52.00000,-121.66306,1988,1996,"",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC048,"KNIFE CREEK ABOVE COLDSPRING CREEK",BC,Discontinued,52.00639,-121.68222,1979,1980,"",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MC049,"BORLAND CREEK ABOVE VALLEY CREEK",BC,Active,52.11050,-121.93052,2019,2024,"192",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08MD001,"FOUNTAIN CREEK NEAR LILLOOET",BC,Discontinued,50.72083,-121.85972,1914,1927,"51.8",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MD002,"PAVILION CREEK NEAR PAVILION (LOWER STATION)",BC,Discontinued,50.89306,-121.79722,1915,1943,"207",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD003,"PORCUPINE CREEK NEAR CLINTON",BC,Discontinued,51.04139,-121.79444,1980,1980,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD004,"GILLON CREEK NEAR PAVILION",BC,Discontinued,50.93194,-121.81667,1924,1927,"13.0",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD005,"MILKRANCH CREEK NEAR PAVILION",BC,Discontinued,50.92167,-121.76694,1927,1927,"5.18",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD006,"CLARK CREEK NEAR PAVILION",BC,Discontinued,50.92056,-121.76222,1927,1927,"5.18",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD007,"PAVILION CREEK NEAR PAVILION LAKE",BC,Discontinued,50.90972,-121.73472,1924,1927,"51.8",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD008,"CANOE CREEK NEAR GANG RANCH",BC,Discontinued,51.43333,-122.07222,1929,1930,"267",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD009,"DOG CREEK NEAR DOG CREEK",BC,Discontinued,51.61333,-122.06444,1928,1930,"570",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MD010,"GASPARD CREEK AT GANG RANCH",BC,Discontinued,51.56056,-122.36361,1929,1929,"",,R,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08MD011,"BIG BAR CREEK NEAR JESMOND",BC,Discontinued,51.25917,-121.99083,1928,1980,"",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD012,"CHURN CREEK NEAR GANG RANCH",BC,Discontinued,51.51944,-122.28611,1961,1964,"979",,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08MD013,"FRASER RIVER AT BIG BAR CREEK",BC,Active,51.18367,-122.13208,1935,2024,"146000",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08MD014,"PAVILION LAKE NEAR PAVILION",BC,Discontinued,50.87083,-121.73889,1931,1943,"",,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD016,"PAVILION CREEK AT OUTLET OF PAVILION LAKE",BC,Discontinued,50.88889,-121.76111,1937,1943,"106",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD017,"PAVILION CREEK ABOVE PAVILION LAKE",BC,Discontinued,50.89167,-121.76111,1937,1943,"45.8",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD018,"FRENCH BAR CREEK NEAR BIG BAR CREEK",BC,Discontinued,51.23333,-122.17056,1947,1950,"",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MD019,"KOSTERING CREEK NEAR JESMOND",BC,Discontinued,51.13500,-121.90694,1950,1950,"",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MD020,"KIRKPATRICK CREEK NEAR ALKALI LAKE",BC,Discontinued,51.78472,-122.21778,1947,1949,"",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD023,"LEE CREEK NEAR PAVILION",BC,Discontinued,50.83472,-121.89583,1970,1970,"36.8",,R,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08MD024,"SLOK CREEK NEAR PAVILION",BC,Discontinued,50.86111,-121.90278,1967,1970,"",,R,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MD025,"MCKAY CREEK NEAR PAVILION",BC,Discontinued,50.91250,-121.90417,1967,1970,"",,R,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MD026,"FOUNTAIN CREEK ABOVE KWOTLENEMO LAKE",BC,Discontinued,50.67278,-121.80111,1971,1980,"29.8",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD027,"BIG BAR CREEK BELOW KOSTERING CREEK",BC,Discontinued,51.22361,-122.06889,1978,1978,"440",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD028,"PAVILION CREEK ABOVE DIVERSIONS",BC,Discontinued,50.91139,-121.71778,1979,1998,"37.1",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD029,"BLACKHILL CREEK NEAR PAVILION",BC,Discontinued,50.80222,-121.89528,1981,1985,"13.8",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD030,"RUSTY CREEK NEAR THE MOUTH",BC,Discontinued,50.69611,-121.81222,1981,1986,"10.9",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD031,"GASPARD LAKE ABOVE OUTLET",BC,Discontinued,51.47750,-122.74472,1982,1994,"",,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD032,"GASPARD CREEK BELOW OUTLET OF GASPARD LAKE",BC,Discontinued,51.47833,-122.74472,1982,1994,"",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD033,"LEE CREEK ABOVE DIVERSIONS",BC,Discontinued,50.83528,-121.90139,1982,1994,"36.3",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD034,"FAIRLESS CREEK BELOW BORIN CREEK",BC,Discontinued,51.36889,-122.61083,1987,1990,"",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MD035,"DASH CREEK ABOVE CHURN CREEK",BC,Active,51.24492,-122.92169,2000,2024,"",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08ME001,"BRIDGE RIVER NEAR SHALALTH",BC,Discontinued,50.78750,-122.22500,1913,1948,"3650",,R,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08ME002,"CAYOOSH CREEK NEAR LILLOOET",BC,Active,50.66932,-121.96534,1914,2024,"885",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08ME003,"SETON RIVER NEAR LILLOOET",BC,Active,50.67111,-121.96953,1914,2024,"1020",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08ME004,"BRIDGE RIVER AT LAJOIE FALLS",BC,Discontinued,50.83750,-122.85667,1925,1948,"956",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME005,"BRIDGE RIVER NEAR GOLD BRIDGE",BC,Discontinued,50.85111,-122.84583,1924,1941,"1650",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME006,"GUN CREEK NEAR MINTO CITY",BC,Discontinued,50.89500,-122.77333,1933,1937,"570",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME007,"TYAUGHTON CREEK NEAR BRIDGE RIVER",BC,Discontinued,50.89861,-122.61389,1928,1941,"759",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME011,"HURLEY RIVER NEAR BRALORNE",BC,Discontinued,50.76806,-122.85694,1926,1936,"368",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME012,"DICKEY CREEK NEAR LILLOOET",BC,Discontinued,50.73611,-121.94167,1963,1970,"14.8",,R,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08ME013,"TOWN CREEK AT LILLOOET",BC,Discontinued,50.68889,-121.95278,1924,1964,"13.5",,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08ME014,"BRIDGE RIVER BELOW TYAUGHTON CREEK",BC,Discontinued,50.89028,-122.62500,1929,1941,"3190",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08ME015,"PORTAGE RIVER NEAR SETON LAKE P.O.",BC,Discontinued,50.70278,-122.30000,1949,1955,"728",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08ME016,"PETERS CREEK NEAR SHALALTH",BC,Discontinued,50.72361,-122.24444,1949,1950,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME017,"SETON LAKE NEAR SHALALTH",BC,Discontinued,50.72778,-122.23333,1929,1978,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME018,"SETON RIVER BELOW CAYOOSH CREEK",BC,Discontinued,50.67222,-121.95694,1952,1953,"1660",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME019,"FRASER RIVER AT LILLOOET",BC,Discontinued,50.70972,-121.91250,1943,1969,"",,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME022,"GATES RIVER BELOW HAYLMORE CREEK",BC,Discontinued,50.54361,-122.49167,1965,1968,"326",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08ME023,"BRIDGE RIVER (SOUTH BRANCH) BELOW BRIDGE GLACIER",BC,Active,50.85622,-123.45328,1978,2024,"144",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08ME024,"MOON CREEK ABOVE DIVERSIONS",BC,Discontinued,50.76250,-122.02472,1981,1987,"11.1",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME025,"YALAKOM RIVER ABOVE ORE CREEK",BC,Active,50.91261,-122.23931,1983,2024,"581",,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME026,"JUNCTION CREEK NEAR LILLOOET",BC,Discontinued,50.96056,-122.30361,1988,1994,"86.4",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08ME027,"HURLEY RIVER BELOW LONE GOAT CREEK",BC,Active,50.73089,-122.94202,1995,2024,"312",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08ME028,"BRIDGE RIVER ABOVE DOWNTON LAKE",BC,Active,50.82094,-123.20349,1995,2024,"708",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08ME029,"BRIDGE RIVER BELOW LAJOIE DAM",BC,Active,50.84540,-122.84940,2016,2024,"",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08ME030,"GUN CREEK ABOVE CARPENTER LAKE",BC,Active,50.91353,-122.92511,2023,2024,"",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08MF001,"ANDERSON RIVER NEAR BOSTON BAR",BC,Discontinued,49.84000,-121.42833,1950,1983,"492",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF002,"BOULDER CREEK NEAR LAIDLAW",BC,Discontinued,49.25083,-121.60222,1921,1951,"29.8",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MF003,"COQUIHALLA RIVER NEAR HOPE",BC,Discontinued,49.37528,-121.41944,1911,1983,"741",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF004,"FRASER RIVER ABOVE THOMPSON RIVER",BC,Discontinued,50.24806,-121.58917,1912,1914,"154000",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF005,"FRASER RIVER AT HOPE",BC,Active,49.38596,-121.45424,1912,2024,"217000",,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08MF006,"WAHLEACH CREEK NEAR LAIDLAW (UPPER STATION)",BC,Discontinued,49.25056,-121.60444,1950,1951,"64.8",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF007,"NAHATLATCH RIVER AT OUTLET OF FRANCES LAKE",BC,Discontinued,50.00917,-121.64639,1912,1921,"777",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF008,"NAHATLATCH RIVER NEAR KEEFERS",BC,Discontinued,50.00667,-121.61500,1917,1921,"1040",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF009,"SILVERHOPE CREEK NEAR HOPE",BC,Discontinued,49.36306,-121.46917,1911,1971,"350",,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF011,"STEIN RIVER NEAR LYTTON",BC,Discontinued,50.28417,-121.63333,1945,1945,"1050",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF012,"NICOLUM CREEK NEAR HOPE",BC,Discontinued,49.33417,-121.29694,1914,1922,"77.7",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF013,"LALUWISSIN CREEK NEAR LYTTON",BC,Discontinued,50.46583,-121.67556,1917,1922,"73.0",,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08MF014,"RILEY CREEK NEAR LILLOOET",BC,Discontinued,50.58444,-121.86722,1914,1980,"19.2",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF015,"TEXAS CREEK NEAR LILLOOET",BC,Discontinued,50.56111,-121.82917,1914,1921,"163",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF016,"MCGILLIVRAY CREEK NEAR LILLOOET",BC,Discontinued,50.49861,-121.69556,1915,1926,"47.4",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MF017,"FRASER RIVER BELOW SETON RIVER",BC,Discontinued,50.67778,-121.92222,1915,1942,"",,N,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF018,"ELK CREEK NEAR ROSEDALE",BC,Discontinued,49.13861,-121.83111,1915,1920,"11.1",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF020,"CINQUEFOIL CREEK NEAR LILLOOET",BC,Discontinued,50.56306,-121.76722,1923,1965,"57.0",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF021,"IZMAN CREEK NEAR LYTTON",BC,Discontinued,50.38389,-121.65306,1920,1921,"15.5",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MF022,"LOCHORE CREEK NEAR LILLOOET",BC,Discontinued,50.53889,-121.73889,1921,1928,"13.0",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF023,"CINQUEFOIL DIVERSION TO LOCHORE CREEK",BC,Discontinued,50.53889,-121.74167,1926,1927,"",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF027,"COPELAND SPRINGS NEAR LILLOOET",BC,Discontinued,50.66111,-121.92639,1921,1939,"10.4",,R,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08MF028,"FRASER RIVER AT CATHMAR (ABOVE HELLS GATE)",BC,Discontinued,49.78528,-121.44972,1927,1931,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF029,"FRASER RIVER AT GORGE (BELOW HELLS GATE)",BC,Discontinued,49.78111,-121.44833,1931,1961,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF030,"EMORY CREEK NEAR CHOATE",BC,Discontinued,49.50917,-121.42056,1933,1936,"65.3",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08MF031,"YALE CREEK AT YALE",BC,Discontinued,49.56417,-121.42472,1933,1936,"37.3",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF032,"AMERICAN CREEK NEAR HOPE",BC,Discontinued,49.43111,-121.43639,1940,1940,"32.4",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF033,"AINSLIE CREEK NEAR BOSTON BAR",BC,Discontinued,49.95611,-121.45361,1945,1948,"148",,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08MF034,"WAHLEACH CREEK NEAR LAIDLAW (LOWER STATION)",BC,Discontinued,49.31306,-121.62556,1970,1970,"114",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF035,"FRASER RIVER NEAR AGASSIZ",BC,Active,49.20369,-121.77583,1949,2024,"218000",,R,Flow and Level,Seasonal,Y,N,Y,GEODETIC SURVEY OF CANADA DATUM,VANCOUVER,"",N
08MF036,"HOPE SLOUGH NEAR ROSEDALE",BC,Discontinued,49.17528,-121.85444,1959,1961,"",,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08MF037,"WAHLEACH CREEK NEAR LAIDLAW (MIDDLE STATION)",BC,Discontinued,49.25056,-121.60444,1951,1952,"88.3",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF038,"FRASER RIVER AT CANNOR",BC,Active,49.14398,-122.07085,2012,2024,"",,R,Level,Seasonal,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,VANCOUVER,"",N
08MF039,"ONE AND ONE QUARTER MILE CREEK NEAR BOSTON BAR",BC,Discontinued,49.87222,-121.43889,1953,1954,"",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MF040,"FRASER RIVER ABOVE TEXAS CREEK",BC,Active,50.61367,-121.85344,1951,2024,"154000",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08MF041,"FRASER RIVER NEAR BOSTON BAR",BC,Discontinued,49.84861,-121.43583,1955,1955,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF042,"FRASER RIVER NEAR SPUZZUM",BC,Discontinued,49.67333,-121.41444,1955,1955,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF043,"FRASER RIVER NEAR STOUT",BC,Discontinued,49.66361,-121.40444,1955,1955,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF044,"FRASER RIVER NEAR YALE",BC,Discontinued,49.51778,-121.41361,1955,1956,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF045,"FRASER RIVER NEAR CISCO",BC,Discontinued,50.09806,-121.56222,1955,1955,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF046,"FRASER RIVER AT LYTTON",BC,Discontinued,50.22500,-121.58417,1955,1956,"209000",,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF047,"FRASER RIVER AT WAHLEACH POWER HOUSE",BC,Discontinued,49.23750,-121.68333,1960,1964,"",,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF048,"ELK CREEK AT PRAIRIE CENTRAL ROAD",BC,Discontinued,49.14611,-121.83333,1971,1975,"11.9",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF049,"ANNIS DITCH NEAR ROSEDALE",BC,Discontinued,49.15861,-121.82639,1960,1964,"",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08MF052,"MARIA SLOUGH NEAR AGASSIZ",BC,Discontinued,49.24722,-121.73194,1964,1964,"",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF054,"MOUNTAIN SLOUGH NEAR AGASSIZ",BC,Discontinued,49.25417,-121.84722,1964,1964,"",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF056,"FRASER RIVER AT CHILLIWACK MOUNTAIN",BC,Discontinued,49.16333,-122.02361,1963,1968,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF057,"FRASER RIVER AT CHILLIWACK SEWER OUTFALL",BC,Discontinued,49.16861,-122.00444,1962,1963,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF058,"FRASER RIVER AT SHEFFORD SLOUGH",BC,Discontinued,49.18694,-121.99083,1962,1964,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF059,"WILSON SLOUGH NEAR SARDIS",BC,Discontinued,49.14083,-122.03806,1961,1964,"",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MF060,"FRASER RIVER AT MAGELLAN",BC,Discontinued,49.22583,-121.89444,1964,1964,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF061,"CHILLIWACK CREEK NEAR CHILLIWACK",BC,Discontinued,49.15139,-121.94861,1960,1964,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF062,"COQUIHALLA RIVER BELOW NEEDLE CREEK",BC,Active,49.54189,-121.11997,1965,2024,"85.5",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08MF063,"LYTTON CREEK AT LYTTON",BC,Discontinued,50.21667,-121.55139,1956,1958,"",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08MF064,"FRASER RIVER NEAR CHILLIWACK",BC,Discontinued,49.19889,-121.95139,1936,1950,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF065,"NAHATLATCH RIVER BELOW TACHEWANA CREEK",BC,Active,49.95386,-121.86287,1973,2024,"712",,N,Flow and Level,Continuous,N,Y,Y,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,VANCOUVER,"",N
08MF066,"CINQUEFOIL CREEK ABOVE DIVERSIONS",BC,Discontinued,50.63444,-121.77028,1979,1980,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF067,"KOPP CREEK ABOVE MENZ CREEK",BC,Discontinued,49.38417,-121.39111,1982,1985,"",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08MF068,"COQUIHALLA RIVER ABOVE ALEXANDER CREEK",BC,Active,49.36846,-121.38449,1987,2024,"720",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08MF069,"SEMMIHAULT CREEK AT PRAIRIE CENTRAL ROAD",BC,Discontinued,49.14750,-121.92806,1986,1986,"",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
