x,y,MAX_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST,MIN_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW_FLAG,LOCAL_DAY,LOCAL_DATE,TOTAL_RAIN,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,SNOW_ON_GROUND,SPEED_MAX_GUST,HEATING_DEGREE_DAYS_FLAG,LOCAL_MONTH,STATION_NAME,LOCAL_YEAR,MIN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,MAX_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,TOTAL_RAIN_FLAG,SNOW_ON_GROUND_FLAG,PROVINCE_CODE,MEAN_TEMPERATURE,MAX_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,ID,MIN_REL_HUMIDITY,TOTAL_SNOW,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG
-118.22841666666666,49.01683333333333,,,12.5,0,,26,2017-07-26 00:00:00,0,,0,0,,,7,BILLINGS,2017,,,,1140876,,,BC,23.8,35,,,1140876.2017.7.26,,0,,5.8,,
-118.22841666666666,49.01683333333333,,,-1,6.8,,28,2021-01-28 00:00:00,0,,17.2,20,,,1,BILLINGS,2021,,,,1140876,T,,BC,0.8,2.5,,,1140876.2021.1.28,,6.8,,0,,
-118.22841666666666,49.01683333333333,,,-6.5,0,,8,2014-10-08 00:00:00,0,,10.7,0,,,10,BILLINGS,2014,,,,1140876,,,BC,7.3,21,,,1140876.2014.10.8,,0,,0,,
-118.22841666666666,49.01683333333333,,,11,0,,11,2023-08-11 00:00:00,0,,0,0,,,8,BILLINGS,2023,,,,1140876,,,BC,20.8,30.5,,,1140876.2023.8.11,,0,,2.8,,
-118.22841666666666,49.01683333333333,,,14.5,0,,11,2023-07-11 00:00:00,0,,0,0,,,7,BILLINGS,2023,,,,1140876,,,BC,20.8,27,,,1140876.2023.7.11,,0,,2.8,,
-118.22841666666666,49.01683333333333,,,-3.5,4,,17,2019-01-17 00:00:00,0,,19.5,15,,,1,BILLINGS,2019,,,,1140876,,,BC,-1.5,0.5,,,1140876.2019.1.17,,4,,0,,
-118.22841666666666,49.01683333333333,,,-2.5,0.4,,20,2022-04-20 00:00:00,0.4,,12.5,0,,,4,BILLINGS,2022,,,,1140876,,,BC,5.5,13.5,,,1140876.2022.4.20,,0,,0,,
-118.22841666666666,49.01683333333333,,,-8,3.6,,3,2014-03-03 00:00:00,0,,23.3,31,,,3,BILLINGS,2014,,,,1140876,,,BC,-5.3,-2.5,,,1140876.2014.3.3,,3.6,,0,,
-118.22841666666666,49.01683333333333,,,6.5,0,,25,2017-05-25 00:00:00,0,,4,0,,,5,BILLINGS,2017,,,,1140876,,,BC,14,21.5,,,1140876.2017.5.25,,0,,0,,
-118.22841666666666,49.01683333333333,,,1.5,1.6,,19,2013-11-19 00:00:00,1.6,,11.5,0,,,11,BILLINGS,2013,,,,1140876,,,BC,6.5,11.5,,,1140876.2013.11.19,,0,,0,,
-118.22841666666666,49.01683333333333,,,6,0,,9,2020-09-09 00:00:00,0,,0.7,0,,,9,BILLINGS,2020,,,,1140876,,,BC,17.3,28.5,,,1140876.2020.9.9,,0,,0,,
-118.22841666666666,49.01683333333333,,,3.5,0,,8,2020-09-08 00:00:00,0,,5,0,,,9,BILLINGS,2020,,,,1140876,,,BC,13,22.5,,,1140876.2020.9.8,,0,,0,,
-118.22841666666666,49.01683333333333,,,4,7,,7,2023-04-07 00:00:00,7,,11.2,0,,,4,BILLINGS,2023,,,,1140876,,,BC,6.8,9.5,,,1140876.2023.4.7,,0,,0,,
-118.22841666666666,49.01683333333333,,,13,0,,28,2019-07-28 00:00:00,0,,0,0,,,7,BILLINGS,2019,,,,1140876,,,BC,21.3,29.5,,,1140876.2019.7.28,,0,,3.3,,
-118.22841666666666,49.01683333333333,,,-1.5,7.8,,6,2021-02-06 00:00:00,0,,18,22,,,2,BILLINGS,2021,,,,1140876,,,BC,0,1.5,,,1140876.2021.2.6,,7.8,,0,,
-118.22841666666666,49.01683333333333,,,12,4,,2,2019-07-02 00:00:00,4,,1.2,0,,,7,BILLINGS,2019,,,,1140876,,,BC,16.8,21.5,,,1140876.2019.7.2,,0,,0,,
-118.22841666666666,49.01683333333333,,,9.5,0,,18,2021-05-18 00:00:00,0,,5.2,0,,,5,BILLINGS,2021,,,,1140876,T,,BC,12.8,16,T,,1140876.2021.5.18,,0,,0,,
-118.22841666666666,49.01683333333333,,,-3,0,T,2,2018-12-02 00:00:00,0,,19,0,,,12,BILLINGS,2018,,,,1140876,,,BC,-1,1,T,,1140876.2018.12.2,,0,,0,,
-118.22841666666666,49.01683333333333,,,-4.5,0,,11,2020-02-11 00:00:00,0,,17,37,,,2,BILLINGS,2020,,,,1140876,,,BC,1,6.5,,,1140876.2020.2.11,,0,,0,,
-118.22841666666666,49.01683333333333,,,-4,0,,7,2022-03-07 00:00:00,0,,13.7,25,,,3,BILLINGS,2022,,,,1140876,T,,BC,4.3,12.5,T,,1140876.2022.3.7,,0,,0,,
-118.22841666666666,49.01683333333333,,,7,0,,23,2021-08-23 00:00:00,0,,4,0,,,8,BILLINGS,2021,,,,1140876,,,BC,14,21,,,1140876.2021.8.23,,0,,0,,
-118.22841666666666,49.01683333333333,,,6,19.2,,22,2014-04-22 00:00:00,19.2,,11,0,,,4,BILLINGS,2014,,,,1140876,,,BC,7,8,,,1140876.2014.4.22,,0,,0,,
-118.22841666666666,49.01683333333333,,,10.5,0,,21,2017-06-21 00:00:00,0,,0.7,0,,,6,BILLINGS,2017,,,,1140876,,,BC,17.3,24,,,1140876.2017.6.21,,0,,0,,
-118.22841666666666,49.01683333333333,,,-4,0,,28,2020-02-28 00:00:00,0,,16,26,,,2,BILLINGS,2020,,,,1140876,,,BC,2,8,,,1140876.2020.2.28,,0,,0,,
-118.22841666666666,49.01683333333333,,,14.5,0,,3,2017-07-03 00:00:00,0,,0,0,,,7,BILLINGS,2017,,,,1140876,,,BC,22.5,30.5,,,1140876.2017.7.3,,0,,4.5,,
-118.22841666666666,49.01683333333333,,,15.5,0,,13,2023-08-13 00:00:00,0,,0,0,,,8,BILLINGS,2023,,,,1140876,,,BC,25.3,35,,,1140876.2023.8.13,,0,,7.3,,
-118.22841666666666,49.01683333333333,,,-4.5,4.8,,29,2020-12-29 00:00:00,0,,21,3,,,12,BILLINGS,2020,,,,1140876,,,BC,-3,-1.5,,,1140876.2020.12.29,,4.8,,0,,
-118.22841666666666,49.01683333333333,,,4,0,,2,2013-04-02 00:00:00,0,,6.2,0,,,4,BILLINGS,2013,,,,1140876,,,BC,11.8,19.5,,,1140876.2013.4.2,,0,,0,,
-118.22841666666666,49.01683333333333,,,6.5,0,,9,2016-10-09 00:00:00,0,,7.5,0,,,10,BILLINGS,2016,,,,1140876,,,BC,10.5,14.5,,,1140876.2016.10.9,,0,,0,,
-118.22841666666666,49.01683333333333,,,14,0,,9,2015-06-09 00:00:00,0,,0,0,,,6,BILLINGS,2015,,,,1140876,,,BC,23.3,32.5,,,1140876.2015.6.9,,0,,5.3,,
-118.22841666666666,49.01683333333333,,,5,0,,1,2022-05-01 00:00:00,0,,6.5,0,,,5,BILLINGS,2022,,,,1140876,,,BC,11.5,18,,,1140876.2022.5.1,,0,,0,,
-118.22841666666666,49.01683333333333,,,21.5,0,,30,2021-06-30 00:00:00,0,,0,0,,,6,BILLINGS,2021,,,,1140876,,,BC,32,42.5,,,1140876.2021.6.30,,0,,14,,
-118.22841666666666,49.01683333333333,,,-1.5,1.8,,26,2016-03-26 00:00:00,1.8,,12.2,0,,,3,BILLINGS,2016,,,,1140876,,,BC,5.8,13,,,1140876.2016.3.26,,0,,0,,
-118.22841666666666,49.01683333333333,,,-13,2.8,,18,2018-02-18 00:00:00,0,,26,50,,,2,BILLINGS,2018,,,,1140876,,,BC,-8,-3,,,1140876.2018.2.18,,2.8,,0,,
-118.22841666666666,49.01683333333333,,,13.5,0,,9,2017-07-09 00:00:00,0,,0,0,,,7,BILLINGS,2017,,,,1140876,,,BC,23.5,33.5,,,1140876.2017.7.9,,0,,5.5,,
-118.22841666666666,49.01683333333333,,,5.5,0,,20,2013-05-20 00:00:00,0,,4.2,0,,,5,BILLINGS,2013,,,,1140876,,,BC,13.8,22,,,1140876.2013.5.20,,0,,0,,
-118.22841666666666,49.01683333333333,,,-2,0,,11,2016-10-11 00:00:00,0,,13.2,0,,,10,BILLINGS,2016,,,,1140876,,,BC,4.8,11.5,,,1140876.2016.10.11,,0,,0,,
-118.22841666666666,49.01683333333333,,,-1,0,T,3,2021-01-03 00:00:00,0,,16,11,,,1,BILLINGS,2021,,,,1140876,,,BC,2,5,T,,1140876.2021.1.3,,0,,0,,
-118.22841666666666,49.01683333333333,,,10.5,0,,19,2023-08-19 00:00:00,0,,0,0,,,8,BILLINGS,2023,,,,1140876,,,BC,18,25.5,,,1140876.2023.8.19,,0,,0,,
-118.22841666666666,49.01683333333333,,,-5.5,0,T,14,2020-02-14 00:00:00,0,,18,34,,,2,BILLINGS,2020,,,,1140876,,,BC,0,5.5,T,,1140876.2020.2.14,,0,,0,,
-118.22841666666666,49.01683333333333,,,-2,0,,23,2022-01-23 00:00:00,0,,19,37,,,1,BILLINGS,2022,,,,1140876,,,BC,-1,0,,,1140876.2022.1.23,,0,,0,,
-118.22841666666666,49.01683333333333,,,0,0,,16,2013-12-16 00:00:00,0,,16.7,11,,,12,BILLINGS,2013,,,,1140876,,,BC,1.3,2.5,,,1140876.2013.12.16,,0,,0,,
-118.22841666666666,49.01683333333333,,,6.5,1.4,,6,2014-11-06 00:00:00,1.4,,8.7,0,,,11,BILLINGS,2014,,,,1140876,,,BC,9.3,12,,,1140876.2014.11.6,,0,,0,,
-118.22841666666666,49.01683333333333,,,6,0.2,,21,2016-03-21 00:00:00,0.2,,8.2,0,,,3,BILLINGS,2016,,,,1140876,,,BC,9.8,13.5,,,1140876.2016.3.21,,0,,0,,
-118.22841666666666,49.01683333333333,,,6.5,3.2,,31,2016-10-31 00:00:00,3.2,,9.5,0,,,10,BILLINGS,2016,,,,1140876,,,BC,8.5,10.5,,,1140876.2016.10.31,,0,,0,,
-118.22841666666666,49.01683333333333,,,7.5,0,,15,2023-09-15 00:00:00,0,,0,0,,,9,BILLINGS,2023,,,,1140876,,,BC,18.3,29,,,1140876.2023.9.15,,0,,0.3,,
-118.22841666666666,49.01683333333333,,,11,0,,8,2022-07-08 00:00:00,0,,0,0,,,7,BILLINGS,2022,,,,1140876,,,BC,19.3,27.5,,,1140876.2022.7.8,,0,,1.3,,
-118.22841666666666,49.01683333333333,,,10.5,0,,6,2020-06-06 00:00:00,0,,2.7,0,,,6,BILLINGS,2020,,,,1140876,,,BC,15.3,20,,,1140876.2020.6.6,,0,,0,,
-118.22841666666666,49.01683333333333,,,11.5,0,,9,2013-07-09 00:00:00,0,,0,0,,,7,BILLINGS,2013,,,,1140876,,,BC,21,30.5,,,1140876.2013.7.9,,0,,3,,
-118.22841666666666,49.01683333333333,,,4,7.4,,30,2016-10-30 00:00:00,7.4,,9.7,0,,,10,BILLINGS,2016,,,,1140876,,,BC,8.3,12.5,,,1140876.2016.10.30,,0,,0,,
-118.22841666666666,49.01683333333333,,,-16.5,2.8,,10,2019-02-10 00:00:00,0,,29,22,,,2,BILLINGS,2019,,,,1140876,,,BC,-11,-5.5,,,1140876.2019.2.10,,2.8,,0,,
-118.22841666666666,49.01683333333333,,,3.5,1,,9,2023-04-09 00:00:00,1,,10.7,0,,,4,BILLINGS,2023,,,,1140876,,,BC,7.3,11,,,1140876.2023.4.9,,0,,0,,
-118.22841666666666,49.01683333333333,,,3,0,,12,2014-04-12 00:00:00,0,,8.7,0,,,4,BILLINGS,2014,,,,1140876,,,BC,9.3,15.5,,,1140876.2014.4.12,,0,,0,,
-118.22841666666666,49.01683333333333,,,9,4.8,,29,2016-04-29 00:00:00,4.8,,6.7,0,,,4,BILLINGS,2016,,,,1140876,,,BC,11.3,13.5,,,1140876.2016.4.29,,0,,0,,
-118.22841666666666,49.01683333333333,,,9,0,,13,2023-05-13 00:00:00,0,,0,0,,,5,BILLINGS,2023,,,,1140876,,,BC,19.5,30,,,1140876.2023.5.13,,0,,1.5,,
-118.22841666666666,49.01683333333333,,,-7,0,,4,2015-03-04 00:00:00,0,,17.5,0,,,3,BILLINGS,2015,,,,1140876,,,BC,0.5,8,,,1140876.2015.3.4,,0,,0,,
-118.22841666666666,49.01683333333333,,,1.5,0,,28,2017-04-28 00:00:00,0,,8.5,0,,,4,BILLINGS,2017,,,,1140876,,,BC,9.5,17.5,,,1140876.2017.4.28,,0,,0,,
-118.22841666666666,49.01683333333333,,,8.5,0.2,,6,2022-06-06 00:00:00,0.2,,3.5,0,,,6,BILLINGS,2022,,,,1140876,,,BC,14.5,20.5,,,1140876.2022.6.6,,0,,0,,
-118.22841666666666,49.01683333333333,,,7,1.4,,18,2017-04-18 00:00:00,1.4,,7.2,0,,,4,BILLINGS,2017,,,,1140876,,,BC,10.8,14.5,,,1140876.2017.4.18,,0,,0,,
-118.22841666666666,49.01683333333333,,,7,0,,29,2016-09-29 00:00:00,0,,2.2,0,,,9,BILLINGS,2016,,,,1140876,,,BC,15.8,24.5,,,1140876.2016.9.29,,0,,0,,
-118.22841666666666,49.01683333333333,,,-20,0,,27,2021-12-27 00:00:00,0,,36,,,,12,BILLINGS,2021,,,,1140876,,M,BC,-18,-16,,,1140876.2021.12.27,,0,,0,,
-118.22841666666666,49.01683333333333,,,9.5,0,,1,2020-09-01 00:00:00,0,,0,0,,,9,BILLINGS,2020,,,,1140876,,,BC,20.5,31.5,,,1140876.2020.9.1,,0,,2.5,,
-118.22841666666666,49.01683333333333,,,10.5,0,,6,2021-10-06 00:00:00,0,,4.2,0,,,10,BILLINGS,2021,,,,1140876,,,BC,13.8,17,,,1140876.2021.10.6,,0,,0,,
-118.22841666666666,49.01683333333333,,,0.5,0,,27,2014-11-27 00:00:00,0,,15.7,16,,,11,BILLINGS,2014,,,,1140876,,,BC,2.3,4,,,1140876.2014.11.27,,0,,0,,
-118.22841666666666,49.01683333333333,,,0.5,0,,3,2017-10-03 00:00:00,0,,8.7,0,,,10,BILLINGS,2017,,,,1140876,,,BC,9.3,18,,,1140876.2017.10.3,,0,,0,,
-118.22841666666666,49.01683333333333,,,-2,0,,25,2014-01-25 00:00:00,0,,18.5,17,,,1,BILLINGS,2014,,,,1140876,,,BC,-0.5,1,,,1140876.2014.1.25,,0,,0,,
-118.22841666666666,49.01683333333333,,,14,0,,27,2015-08-27 00:00:00,0,,0,0,,,8,BILLINGS,2015,,,,1140876,,,BC,18,22,,,1140876.2015.8.27,,0,,0,,
-118.22841666666666,49.01683333333333,,,13,0,,13,2023-07-13 00:00:00,0,,0,0,,,7,BILLINGS,2023,,,,1140876,,,BC,21.8,30.5,,,1140876.2023.7.13,,0,,3.8,,
-118.22841666666666,49.01683333333333,,,-1.5,0,,5,2021-04-05 00:00:00,0,,10.5,0,,,4,BILLINGS,2021,,,,1140876,,,BC,7.5,16.5,,,1140876.2021.4.5,,0,,0,,
-118.22841666666666,49.01683333333333,,,16.5,0.4,,7,2023-08-07 00:00:00,0.4,,0,0,,,8,BILLINGS,2023,,,,1140876,,,BC,22.3,28,,,1140876.2023.8.7,,0,,4.3,,
-118.22841666666666,49.01683333333333,,,-3.5,0,,11,2021-03-11 00:00:00,0,,14.2,0,,,3,BILLINGS,2021,,,,1140876,,T,BC,3.8,11,,,1140876.2021.3.11,,0,,0,,
-118.22841666666666,49.01683333333333,,,2,0,,18,2014-10-18 00:00:00,0,,10.5,0,,,10,BILLINGS,2014,,,,1140876,,,BC,7.5,13,,,1140876.2014.10.18,,0,,0,,
-118.22841666666666,49.01683333333333,,,-4.5,4.2,,28,2018-02-28 00:00:00,0,,18.3,50,,,2,BILLINGS,2018,,,,1140876,,,BC,-0.3,4,,,1140876.2018.2.28,,4.2,,0,,
-118.22841666666666,49.01683333333333,,,-7,0,T,16,2023-02-16 00:00:00,0,,20.3,17,,,2,BILLINGS,2023,,,,1140876,,,BC,-2.3,2.5,T,,1140876.2023.2.16,,0,,0,,
-118.22841666666666,49.01683333333333,,,12,0,,2,2023-05-02 00:00:00,0,,0,0,,,5,BILLINGS,2023,,,,1140876,,,BC,22.5,33,,,1140876.2023.5.2,,0,,4.5,,
-118.22841666666666,49.01683333333333,,,-10.5,0,,5,2014-01-05 00:00:00,0,,25.8,17,,,1,BILLINGS,2014,,,,1140876,,,BC,-7.8,-5,,,1140876.2014.1.5,,0,,0,,
-118.22841666666666,49.01683333333333,,,-5,2,,22,2016-12-22 00:00:00,0,,21.5,11,,,12,BILLINGS,2016,,,,1140876,,,BC,-3.5,-2,,,1140876.2016.12.22,,2,,0,,
-118.22841666666666,49.01683333333333,,,14.5,0.4,,27,2020-06-27 00:00:00,0.4,,0,0,,,6,BILLINGS,2020,,,,1140876,,,BC,19.8,25,,,1140876.2020.6.27,,0,,1.8,,
-118.22841666666666,49.01683333333333,,,3,0.8,,25,2023-10-25 00:00:00,0.8,,13.5,0,,,10,BILLINGS,2023,,,,1140876,,,BC,4.5,6,,,1140876.2023.10.25,,0,,0,,
-118.22841666666666,49.01683333333333,,,7,0,,24,2016-05-24 00:00:00,0,,3.2,0,,,5,BILLINGS,2016,,,,1140876,,,BC,14.8,22.5,,,1140876.2016.5.24,,0,,0,,
-118.22841666666666,49.01683333333333,,,-3.5,0,,6,2023-04-06 00:00:00,0,,13.2,0,,,4,BILLINGS,2023,,,,1140876,,,BC,4.8,13,,,1140876.2023.4.6,,0,,0,,
-118.22841666666666,49.01683333333333,,,0.5,0.4,,13,2015-12-13 00:00:00,0.4,,15.5,0,,,12,BILLINGS,2015,,,,1140876,,T,BC,2.5,4.5,,,1140876.2015.12.13,,0,,0,,
-118.22841666666666,49.01683333333333,,,0.5,0.4,,24,2018-11-24 00:00:00,0.4,,16.7,0,,,11,BILLINGS,2018,,,,1140876,,,BC,1.3,2,,,1140876.2018.11.24,,0,,0,,
-118.22841666666666,49.01683333333333,,,-4.5,0,,28,2023-11-28 00:00:00,0,,19.5,0,,,11,BILLINGS,2023,,,,1140876,,,BC,-1.5,1.5,,,1140876.2023.11.28,,0,,0,,
-118.22841666666666,49.01683333333333,,,-12,,M,27,2023-02-27 00:00:00,,,25.3,,,,2,BILLINGS,2023,,,,1140876,M,M,BC,-7.3,-2.5,M,,1140876.2023.2.27,,,,0,,
-118.22841666666666,49.01683333333333,,,5,0,,1,2017-10-01 00:00:00,0,,7.7,0,,,10,BILLINGS,2017,,,,1140876,,,BC,10.3,15.5,,,1140876.2017.10.1,,0,,0,,
-118.22841666666666,49.01683333333333,,,7.5,0,,12,2023-05-12 00:00:00,0,,0.5,0,,,5,BILLINGS,2023,,,,1140876,,,BC,17.5,27.5,,,1140876.2023.5.12,,0,,0,,
-118.22841666666666,49.01683333333333,,,1,0,,19,2014-10-19 00:00:00,0,,8.2,0,,,10,BILLINGS,2014,,,,1140876,,,BC,9.8,18.5,,,1140876.2014.10.19,,0,,0,,
-118.22841666666666,49.01683333333333,,,-13.5,21.4,,4,2015-01-04 00:00:00,0,,26.8,9,,,1,BILLINGS,2015,,,,1140876,,,BC,-8.8,-4,,,1140876.2015.1.4,,21.4,,0,,
-118.22841666666666,49.01683333333333,,,-11,0,,20,2021-12-20 00:00:00,0,,28,21,,,12,BILLINGS,2021,,,,1140876,,,BC,-10,-9,,,1140876.2021.12.20,,0,,0,,
-118.22841666666666,49.01683333333333,,,-1,0,,8,2014-12-08 00:00:00,0,,17.2,0,,,12,BILLINGS,2014,,,,1140876,,,BC,0.8,2.5,,,1140876.2014.12.8,,0,,0,,
-118.22841666666666,49.01683333333333,,,-4,7.4,,3,2022-11-03 00:00:00,4,,18.3,0,,,11,BILLINGS,2022,,,,1140876,,,BC,-0.3,3.5,,,1140876.2022.11.3,,3.4,,0,,
-118.22841666666666,49.01683333333333,,,-6.5,0,,13,2022-12-13 00:00:00,0,,22.3,31,,,12,BILLINGS,2022,,,,1140876,,,BC,-4.3,-2,,,1140876.2022.12.13,,0,,0,,
-118.22841666666666,49.01683333333333,,,3.5,0,,2,2016-04-02 00:00:00,0,,5.2,0,,,4,BILLINGS,2016,,,,1140876,,,BC,12.8,22,,,1140876.2016.4.2,,0,,0,,
-118.22841666666666,49.01683333333333,,,12,0,,12,2019-06-12 00:00:00,0,,0,0,,,6,BILLINGS,2019,,,,1140876,,,BC,21.5,31,,,1140876.2019.6.12,,0,,3.5,,
-118.22841666666666,49.01683333333333,,,13.5,0,,24,2022-07-24 00:00:00,0,,0,0,,,7,BILLINGS,2022,,,,1140876,,,BC,23.8,34,,,1140876.2022.7.24,,0,,5.8,,
-118.22841666666666,49.01683333333333,,,14,0,,28,2023-06-28 00:00:00,0,,0,0,,,6,BILLINGS,2023,,,,1140876,,,BC,22.3,30.5,,,1140876.2023.6.28,,0,,4.3,,
-118.22841666666666,49.01683333333333,,,14,6,,29,2015-05-29 00:00:00,6,,0,0,,,5,BILLINGS,2015,,,,1140876,,,BC,18.3,22.5,,,1140876.2015.5.29,,0,,0.3,,
