x,y,MAX_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST,MIN_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW_FLAG,LOCAL_DAY,LOCAL_DATE,TOTAL_RAIN,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,SNOW_ON_GROUND,SPEED_MAX_GUST,HEATING_DEGREE_DAYS_FLAG,LOCAL_MONTH,STATION_NAME,LOCAL_YEAR,MIN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,MAX_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,TOTAL_RAIN_FLAG,SNOW_ON_GROUND_FLAG,PROVINCE_CODE,MEAN_TEMPERATURE,MAX_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,ID,MIN_REL_HUMIDITY,TOTAL_SNOW,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG
-116.06138888888889,50.630805555555554,,,-2.5,0,,21,2021-03-21 00:00:00,0,,15.2,8,,,3,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,2.8,8,,,1154410.2021.3.21,,0,,0,,
-116.06138888888889,50.630805555555554,,,-1,0,,22,2019-04-22 00:00:00,0,,9.2,0,,,4,KOOTENAY NP WEST GATE,2019,,,,1154410,,,BC,8.8,18.5,,,1154410.2019.4.22,,0,,0,,
-116.06138888888889,50.630805555555554,,,1,5.6,T,15,2015-03-15 00:00:00,5.6,,15,,,,3,KOOTENAY NP WEST GATE,2015,,,,1154410,,M,BC,3,5,,,1154410.2015.3.15,,0,,0,,
-116.06138888888889,50.630805555555554,,,-0.5,0,,9,2018-03-09 00:00:00,0,,14.7,33,,,3,KOOTENAY NP WEST GATE,2018,,,,1154410,T,,BC,3.3,7,T,,1154410.2018.3.9,,0,,0,,
-116.06138888888889,50.630805555555554,,,-5.5,0,T,31,2013-01-31 00:00:00,0,,20.3,13,,,1,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,-2.3,1,T,,1154410.2013.1.31,,0,,0,,
-116.06138888888889,50.630805555555554,,,-14,0,T,30,2022-01-30 00:00:00,0,,24.5,23,,,1,KOOTENAY NP WEST GATE,2022,,,,1154410,,,BC,-6.5,1,T,,1154410.2022.1.30,,0,,0,,
-116.06138888888889,50.630805555555554,,,3,17.8,,27,2016-10-27 00:00:00,17.8,,12.7,0,,,10,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,5.3,7.5,,,1154410.2016.10.27,,0,,0,,
-116.06138888888889,50.630805555555554,,,-3.5,0,,15,2022-01-15 00:00:00,0,,18,23,,,1,KOOTENAY NP WEST GATE,2022,,,,1154410,,,BC,0,3.5,,,1154410.2022.1.15,,0,,0,,
-116.06138888888889,50.630805555555554,,,10,0.2,,16,2019-05-16 00:00:00,0.2,,6.5,0,,,5,KOOTENAY NP WEST GATE,2019,,,,1154410,,,BC,11.5,13,,,1154410.2019.5.16,,0,,0,,
-116.06138888888889,50.630805555555554,,,-17,0,,14,2016-12-14 00:00:00,0,,33.5,8,,,12,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,-15.5,-14,,,1154410.2016.12.14,,0,,0,,
-116.06138888888889,50.630805555555554,,,8.5,0,,6,2013-07-06 00:00:00,0,,1.5,0,,,7,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,16.5,24.5,,,1154410.2013.7.6,,0,,0,,
-116.06138888888889,50.630805555555554,,,0,0,,11,2016-04-11 00:00:00,0,,8.7,0,,,4,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,9.3,18.5,,,1154410.2016.4.11,,0,,0,,
-116.06138888888889,50.630805555555554,,,1,0,,11,2014-05-11 00:00:00,0,,10.2,0,,,5,KOOTENAY NP WEST GATE,2014,,,,1154410,,,BC,7.8,14.5,,,1154410.2014.5.11,,0,,0,,
-116.06138888888889,50.630805555555554,,,4,0,,15,2021-05-15 00:00:00,0,,4,0,,,5,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,14,24,,,1154410.2021.5.15,,0,,0,,
-116.06138888888889,50.630805555555554,,,3.5,0,,19,2017-05-19 00:00:00,0,,6.5,0,,,5,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,11.5,19.5,,,1154410.2017.5.19,,0,,0,,
-116.06138888888889,50.630805555555554,,,3,0,,28,2021-04-28 00:00:00,0,,8.5,0,,,4,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,9.5,16,,,1154410.2021.4.28,,0,,0,,
-116.06138888888889,50.630805555555554,,,-8,0,,13,2021-03-13 00:00:00,0,,17,12,,,3,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,1,10,,,1154410.2021.3.13,,0,,0,,
-116.06138888888889,50.630805555555554,,,4,0.2,,15,2015-09-15 00:00:00,0.2,,8.7,0,,,9,KOOTENAY NP WEST GATE,2015,,,,1154410,,,BC,9.3,14.5,,,1154410.2015.9.15,,0,,0,,
-116.06138888888889,50.630805555555554,,,4,0,,6,2020-10-06 00:00:00,0,,0,0,,,10,KOOTENAY NP WEST GATE,2020,,,,1154410,,,BC,19.8,35.5,,,1154410.2020.10.6,,0,,1.8,,
-116.06138888888889,50.630805555555554,,,15,0.4,,27,2019-07-27 00:00:00,0.4,,0,0,,,7,KOOTENAY NP WEST GATE,2019,,,,1154410,,,BC,19,23,,,1154410.2019.7.27,,0,,1,,
-116.06138888888889,50.630805555555554,,,7,3.8,,29,2013-09-29 00:00:00,3.8,,7.2,0,,,9,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,10.8,14.5,,,1154410.2013.9.29,,0,,0,,
-116.06138888888889,50.630805555555554,,,4,4,,25,2019-09-25 00:00:00,4,,8,0,,,9,KOOTENAY NP WEST GATE,2019,,,,1154410,,,BC,10,16,,,1154410.2019.9.25,,0,,0,,
-116.06138888888889,50.630805555555554,,,-7,1.6,,23,2015-01-23 00:00:00,0,,21,22,,,1,KOOTENAY NP WEST GATE,2015,,,,1154410,T,,BC,-3,1,,,1154410.2015.1.23,,1.6,,0,,
-116.06138888888889,50.630805555555554,,,-24,0,,19,2018-02-19 00:00:00,0,,35.5,42,,,2,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,-17.5,-11,,,1154410.2018.2.19,,0,,0,,
-116.06138888888889,50.630805555555554,,,8.5,6,,26,2016-05-26 00:00:00,6,,3.5,0,,,5,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,14.5,20.5,,,1154410.2016.5.26,,0,,0,,
-116.06138888888889,50.630805555555554,,,-13,0,T,5,2021-12-05 00:00:00,0,,26.8,1,,,12,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,-8.8,-4.5,T,,1154410.2021.12.5,,0,,0,,
-116.06138888888889,50.630805555555554,,,-5,7,,28,2021-11-28 00:00:00,7,,18.5,1,,,11,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,-0.5,4,,,1154410.2021.11.28,,0,,0,,
-116.06138888888889,50.630805555555554,,,-6,0,,13,2020-02-13 00:00:00,0,,19.5,27,,,2,KOOTENAY NP WEST GATE,2020,,,,1154410,,,BC,-1.5,3,,,1154410.2020.2.13,,0,,0,,
-116.06138888888889,50.630805555555554,,,16,0,,13,2014-08-13 00:00:00,0,,0,0,,,8,KOOTENAY NP WEST GATE,2014,,,,1154410,,,BC,23.3,30.5,,,1154410.2014.8.13,,0,,5.3,,
-116.06138888888889,50.630805555555554,,,-6,1,,7,2022-03-07 00:00:00,0,,18.5,14,,,3,KOOTENAY NP WEST GATE,2022,,,,1154410,,,BC,-0.5,5,,,1154410.2022.3.7,,1,,0,,
-116.06138888888889,50.630805555555554,,,-1,0,,12,2015-04-12 00:00:00,0,,14,,,,4,KOOTENAY NP WEST GATE,2015,,,,1154410,,M,BC,4,9,,,1154410.2015.4.12,,0,,0,,
-116.06138888888889,50.630805555555554,,,13.5,3,,6,2016-08-06 00:00:00,3,,1.7,0,,,8,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,16.3,19,,,1154410.2016.8.6,,0,,0,,
-116.06138888888889,50.630805555555554,,,-5,0,,3,2018-12-03 00:00:00,0,,21.3,8,,,12,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,-3.3,-1.5,,,1154410.2018.12.3,,0,,0,,
-116.06138888888889,50.630805555555554,,,-2,2,,2,2018-03-02 00:00:00,0,,17.5,38,,,3,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,0.5,3,,,1154410.2018.3.2,,2,,0,,
-116.06138888888889,50.630805555555554,,,5,0,,7,2014-06-07 00:00:00,0,,4.2,0,,,6,KOOTENAY NP WEST GATE,2014,,,,1154410,,,BC,13.8,22.5,,,1154410.2014.6.7,,0,,0,,
-116.06138888888889,50.630805555555554,,,-1,3.4,T,30,2020-10-30 00:00:00,3.4,,14,0,,,10,KOOTENAY NP WEST GATE,2020,,,,1154410,,,BC,4,9,,,1154410.2020.10.30,,0,,0,,
-116.06138888888889,50.630805555555554,,,4.5,0,,2,2016-05-02 00:00:00,0,,2.2,0,,,5,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,15.8,27,,,1154410.2016.5.2,,0,,0,,
-116.06138888888889,50.630805555555554,,,14,3.2,,25,2018-06-25 00:00:00,3.2,,0,0,,,6,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,18.8,23.5,,,1154410.2018.6.25,,0,,0.8,,
-116.06138888888889,50.630805555555554,,,-3,0,,3,2017-04-03 00:00:00,0,,14.5,0,,,4,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,3.5,10,,,1154410.2017.4.3,,0,,0,,
-116.06138888888889,50.630805555555554,,,6,0,,9,2019-06-09 00:00:00,0,,4.7,0,,,6,KOOTENAY NP WEST GATE,2019,,,,1154410,T,,BC,13.3,20.5,T,,1154410.2019.6.9,,0,,0,,
-116.06138888888889,50.630805555555554,,,11.5,0.2,,22,2014-08-22 00:00:00,0.2,,2.5,0,,,8,KOOTENAY NP WEST GATE,2014,,,,1154410,,,BC,15.5,19.5,,,1154410.2014.8.22,,0,,0,,
-116.06138888888889,50.630805555555554,,,0,2.4,,28,2016-01-28 00:00:00,2.4,,15.7,19,,,1,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,2.3,4.5,,,1154410.2016.1.28,,0,,0,,
-116.06138888888889,50.630805555555554,,,13,0,,22,2017-07-22 00:00:00,0,,0,0,,,7,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,20,27,,,1154410.2017.7.22,,0,,2,,
-116.06138888888889,50.630805555555554,,,-11,3,,28,2015-12-28 00:00:00,0,,27,8,,,12,KOOTENAY NP WEST GATE,2015,,,,1154410,,,BC,-9,-7,,,1154410.2015.12.28,,3,,0,,
-116.06138888888889,50.630805555555554,,,-4,0,,26,2015-02-26 00:00:00,0,,18,,,,2,KOOTENAY NP WEST GATE,2015,,,,1154410,,M,BC,0,4,,,1154410.2015.2.26,,0,,0,,
-116.06138888888889,50.630805555555554,,,0.5,1.8,,6,2021-03-06 00:00:00,1.8,,14,12,,,3,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,4,7.5,,,1154410.2021.3.6,,0,,0,,
-116.06138888888889,50.630805555555554,,,-2.5,1.6,,1,2013-11-01 00:00:00,1.6,,16.2,0,,,11,KOOTENAY NP WEST GATE,2013,,,,1154410,,T,BC,1.8,6,,,1154410.2013.11.1,,0,,0,,
-116.06138888888889,50.630805555555554,,,12,0,,25,2021-07-25 00:00:00,0,,0,0,,,7,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,22,32,,,1154410.2021.7.25,,0,,4,,
-116.06138888888889,50.630805555555554,,,-2,0,,15,2013-12-15 00:00:00,0,,16.7,8,,,12,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,1.3,4.5,,,1154410.2013.12.15,,0,,0,,
-116.06138888888889,50.630805555555554,,,7,13.7,,2,2018-07-02 00:00:00,13.7,,6.5,0,,,7,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,11.5,16,,,1154410.2018.7.2,,0,,0,,
-116.06138888888889,50.630805555555554,,,10.5,3.2,,4,2017-06-04 00:00:00,3.2,,0,0,,,6,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,18.3,26,,,1154410.2017.6.4,,0,,0.3,,
-116.06138888888889,50.630805555555554,,,4,5.2,,4,2014-11-04 00:00:00,5.2,,11,0,,,11,KOOTENAY NP WEST GATE,2014,,,,1154410,,,BC,7,10,,,1154410.2014.11.4,,0,,0,,
-116.06138888888889,50.630805555555554,,,13,0,,8,2016-08-08 00:00:00,0,,0.2,0,,,8,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,17.8,22.5,,,1154410.2016.8.8,,0,,0,,
-116.06138888888889,50.630805555555554,,,-2,8,,7,2018-04-07 00:00:00,0,,17,0,,,4,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,1,4,,,1154410.2018.4.7,,8,,0,,
-116.06138888888889,50.630805555555554,,,-4,2,,4,2019-12-04 00:00:00,2,,17.5,5,,,12,KOOTENAY NP WEST GATE,2019,,,,1154410,,,BC,0.5,5,,,1154410.2019.12.4,,0,,0,,
-116.06138888888889,50.630805555555554,,,4.5,0,,27,2017-09-27 00:00:00,0,,5.2,0,,,9,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,12.8,21,,,1154410.2017.9.27,,0,,0,,
-116.06138888888889,50.630805555555554,,,-5,0,,28,2020-11-28 00:00:00,0,,18.3,0,,,11,KOOTENAY NP WEST GATE,2020,,,,1154410,,T,BC,-0.3,4.5,,,1154410.2020.11.28,,0,,0,,
-116.06138888888889,50.630805555555554,,,-2,0,T,24,2014-12-24 00:00:00,0,,19.5,9,,,12,KOOTENAY NP WEST GATE,2014,,,,1154410,,,BC,-1.5,-1,T,,1154410.2014.12.24,,0,,0,,
-116.06138888888889,50.630805555555554,,,0,0,,30,2014-03-30 00:00:00,0,,12.7,,,,3,KOOTENAY NP WEST GATE,2014,,,,1154410,T,M,BC,5.3,10.5,T,,1154410.2014.3.30,,0,,0,,
-116.06138888888889,50.630805555555554,,,-4,2,,6,2021-11-06 00:00:00,2,,17,0,,,11,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,1,6,,,1154410.2021.11.6,,0,,0,,
-116.06138888888889,50.630805555555554,,,9,0,,16,2013-07-16 00:00:00,0,,0,0,,,7,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,19.3,29.5,,,1154410.2013.7.16,,0,,1.3,,
-116.06138888888889,50.630805555555554,,,-4,0,,19,2014-03-19 00:00:00,0,,16.7,,,,3,KOOTENAY NP WEST GATE,2014,,,,1154410,,M,BC,1.3,6.5,,,1154410.2014.3.19,,0,,0,,
-116.06138888888889,50.630805555555554,,,11.5,2.4,,29,2013-08-29 00:00:00,2.4,,0,0,,,8,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,19.3,27,,,1154410.2013.8.29,,0,,1.3,,
-116.06138888888889,50.630805555555554,,,-23,11.6,,3,2017-02-03 00:00:00,0,,36,19,,,2,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,-18,-13,,,1154410.2017.2.3,,11.6,,0,,
-116.06138888888889,50.630805555555554,,,1.5,0,,13,2013-10-13 00:00:00,0,,13,0,,,10,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,5,8.5,,,1154410.2013.10.13,,0,,0,,
-116.06138888888889,50.630805555555554,,,14.5,0.4,,8,2016-06-08 00:00:00,0.4,,0,0,,,6,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,18.8,23,,,1154410.2016.6.8,,0,,0.8,,
-116.06138888888889,50.630805555555554,,,11,0,,4,2018-08-04 00:00:00,0,,0,0,,,8,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,18.5,26,,,1154410.2018.8.4,,0,,0.5,,
-116.06138888888889,50.630805555555554,,,-7.5,0,T,29,2013-01-29 00:00:00,0,,23,14,,,1,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,-5,-2.5,T,,1154410.2013.1.29,,0,,0,,
-116.06138888888889,50.630805555555554,,,-9,0,,12,2021-10-12 00:00:00,0,,19.3,0,,,10,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,-1.3,6.5,,,1154410.2021.10.12,,0,,0,,
-116.06138888888889,50.630805555555554,,,-0.5,3.8,,21,2017-10-21 00:00:00,3.8,,14.5,0,,,10,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,3.5,7.5,,,1154410.2017.10.21,,0,,0,,
-116.06138888888889,50.630805555555554,,,6.5,0,,25,2016-05-25 00:00:00,0,,2.7,0,,,5,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,15.3,24,,,1154410.2016.5.25,,0,,0,,
-116.06138888888889,50.630805555555554,,,15,0,,22,2020-07-22 00:00:00,0,,0,0,,,7,KOOTENAY NP WEST GATE,2020,,,,1154410,,,BC,23.5,32,,,1154410.2020.7.22,,0,,5.5,,
-116.06138888888889,50.630805555555554,,,,0,,22,2014-05-22 00:00:00,0,M,,,,M,5,KOOTENAY NP WEST GATE,2014,M,,M,1154410,,M,BC,,,,,1154410.2014.5.22,,0,,,M,
-116.06138888888889,50.630805555555554,,,11.5,0.8,,24,2015-07-24 00:00:00,0.8,,0,,,,7,KOOTENAY NP WEST GATE,2015,,,,1154410,,M,BC,19.5,27.5,,,1154410.2015.7.24,,0,,1.5,,
-116.06138888888889,50.630805555555554,,,-6,0,,18,2015-02-18 00:00:00,0,,19.3,,,,2,KOOTENAY NP WEST GATE,2015,,,,1154410,,M,BC,-1.3,3.5,,,1154410.2015.2.18,,0,,0,,
-116.06138888888889,50.630805555555554,,,16,0.2,,14,2014-08-14 00:00:00,0.2,,0,0,,,8,KOOTENAY NP WEST GATE,2014,,,,1154410,,,BC,19,22,,,1154410.2014.8.14,,0,,1,,
-116.06138888888889,50.630805555555554,,,10.5,0,,13,2013-07-13 00:00:00,0,,1.2,0,,,7,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,16.8,23,,,1154410.2013.7.13,,0,,0,,
-116.06138888888889,50.630805555555554,,,17,0,,27,2021-06-27 00:00:00,0,,0,0,,,6,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,27,37,,,1154410.2021.6.27,,0,,9,,
-116.06138888888889,50.630805555555554,,,-6,0,,7,2017-12-07 00:00:00,0,,23.3,1,,,12,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,-5.3,-4.5,,,1154410.2017.12.7,,0,,0,,
-116.06138888888889,50.630805555555554,,,12,10,,25,2022-08-25 00:00:00,10,,0,0,,,8,KOOTENAY NP WEST GATE,2022,,,,1154410,,,BC,19.5,27,,,1154410.2022.8.25,,0,,1.5,,
-116.06138888888889,50.630805555555554,,,14.5,11,,6,2020-08-06 00:00:00,11,,0.2,0,,,8,KOOTENAY NP WEST GATE,2020,,,,1154410,,,BC,17.8,21,,,1154410.2020.8.6,,0,,0,,
-116.06138888888889,50.630805555555554,,,9,0.6,,17,2020-07-17 00:00:00,0.6,,1.2,0,,,7,KOOTENAY NP WEST GATE,2020,,,,1154410,,,BC,16.8,24.5,,,1154410.2020.7.17,,0,,0,,
-116.06138888888889,50.630805555555554,,,9.5,0.4,,16,2015-05-16 00:00:00,0.4,,4,,,,5,KOOTENAY NP WEST GATE,2015,,,,1154410,,M,BC,14,18.5,,,1154410.2015.5.16,,0,,0,,
-116.06138888888889,50.630805555555554,,,5,0.4,,28,2022-05-28 00:00:00,0.4,,7,0,,,5,KOOTENAY NP WEST GATE,2022,,,,1154410,,,BC,11,17,,,1154410.2022.5.28,,0,,0,,
-116.06138888888889,50.630805555555554,,,-2,0,,24,2018-11-24 00:00:00,0,,18.3,0,,,11,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,-0.3,1.5,,,1154410.2018.11.24,,0,,0,,
-116.06138888888889,50.630805555555554,,,6,17.2,,10,2017-06-10 00:00:00,17.2,,10,0,,,6,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,8,10,,,1154410.2017.6.10,,0,,0,,
-116.06138888888889,50.630805555555554,,,-1.5,0,,21,2019-04-21 00:00:00,0,,9.7,0,,,4,KOOTENAY NP WEST GATE,2019,,,,1154410,,,BC,8.3,18,,,1154410.2019.4.21,,0,,0,,
-116.06138888888889,50.630805555555554,,,0,0.9,,5,2019-04-05 00:00:00,0.9,,11,0,,,4,KOOTENAY NP WEST GATE,2019,,,,1154410,,,BC,7,14,,,1154410.2019.4.5,,0,,0,,
-116.06138888888889,50.630805555555554,,,8,0,,17,2014-06-17 00:00:00,0,,3.5,0,,,6,KOOTENAY NP WEST GATE,2014,,,,1154410,T,,BC,14.5,21,T,,1154410.2014.6.17,,0,,0,,
-116.06138888888889,50.630805555555554,,,12,13.4,,7,2013-09-07 00:00:00,13.4,,4.5,0,,,9,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,13.5,15,,,1154410.2013.9.7,,0,,0,,
-116.06138888888889,50.630805555555554,,,-10.5,0,,20,2014-01-20 00:00:00,0,,25.5,11,,,1,KOOTENAY NP WEST GATE,2014,,,,1154410,,,BC,-7.5,-4.5,,,1154410.2014.1.20,,0,,0,,
-116.06138888888889,50.630805555555554,,,5,0,,5,2014-06-05 00:00:00,0,,7,0,,,6,KOOTENAY NP WEST GATE,2014,,,,1154410,,,BC,11,17,,,1154410.2014.6.5,,0,,0,,
-116.06138888888889,50.630805555555554,,,5,0,,11,2019-05-11 00:00:00,0,,2.5,0,,,5,KOOTENAY NP WEST GATE,2019,,,,1154410,,,BC,15.5,26,,,1154410.2019.5.11,,0,,0,,
-116.06138888888889,50.630805555555554,,,-7,2.4,,5,2017-03-05 00:00:00,0,,21.3,15,,,3,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,-3.3,0.5,,,1154410.2017.3.5,,2.4,,0,,
-116.06138888888889,50.630805555555554,,,8,0,,18,2018-05-18 00:00:00,0,,3.5,0,,,5,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,14.5,21,,,1154410.2018.5.18,,0,,0,,
-116.06138888888889,50.630805555555554,,,16,6.6,,1,2013-08-01 00:00:00,6.6,,0,0,,,8,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,22.5,29,,,1154410.2013.8.1,,0,,4.5,,
-116.06138888888889,50.630805555555554,,,-7,0,T,11,2021-01-11 00:00:00,0,,20.5,15,,,1,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,-2.5,2,T,,1154410.2021.1.11,,0,,0,,
-116.06138888888889,50.630805555555554,,,-14.5,0,T,22,2013-12-22 00:00:00,0,,29.3,10,,,12,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,-11.3,-8,T,,1154410.2013.12.22,,0,,0,,
-116.06138888888889,50.630805555555554,,,5,4.2,,20,2017-10-20 00:00:00,4.2,,11.2,0,,,10,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,6.8,8.5,,,1154410.2017.10.20,,0,,0,,
-116.06138888888889,50.630805555555554,,,11.5,0,,11,2015-06-11 00:00:00,0,,0,,,,6,KOOTENAY NP WEST GATE,2015,,,,1154410,,M,BC,20.8,30,,,1154410.2015.6.11,,0,,2.8,,
-116.06138888888889,50.630805555555554,,,7,0,,12,2015-09-12 00:00:00,0,,1.5,0,,,9,KOOTENAY NP WEST GATE,2015,,,,1154410,,,BC,16.5,26,,,1154410.2015.9.12,,0,,0,,
-116.06138888888889,50.630805555555554,,,3.5,4.2,,24,2017-05-24 00:00:00,4.2,,12.2,0,,,5,KOOTENAY NP WEST GATE,2017,,,,1154410,,,BC,5.8,8,,,1154410.2017.5.24,,0,,0,,
-116.06138888888889,50.630805555555554,,,-11,1,,28,2013-01-28 00:00:00,0,,24.3,13,,,1,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,-6.3,-1.5,,,1154410.2013.1.28,,1,,0,,
-116.06138888888889,50.630805555555554,,,-9.5,0.2,,4,2013-01-04 00:00:00,0,,26.3,2,,,1,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,-8.3,-7,,,1154410.2013.1.4,,0.2,,0,,
-116.06138888888889,50.630805555555554,,,,0,,1,2015-02-01 00:00:00,0,M,,,,M,2,KOOTENAY NP WEST GATE,2015,M,,M,1154410,,M,BC,,,,,1154410.2015.2.1,,0,,,M,
-116.06138888888889,50.630805555555554,,,8,1,,3,2014-09-03 00:00:00,1,,5.5,0,,,9,KOOTENAY NP WEST GATE,2014,,,,1154410,,,BC,12.5,17,,,1154410.2014.9.3,,0,,0,,
-116.06138888888889,50.630805555555554,,,-1,3.4,T,17,2014-03-17 00:00:00,3.4,,16,0,,,3,KOOTENAY NP WEST GATE,2014,,,,1154410,,T,BC,2,5,,,1154410.2014.3.17,,0,,0,,
-116.06138888888889,50.630805555555554,,,0,0.6,,10,2018-04-10 00:00:00,0.6,,12.2,0,,,4,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,5.8,11.5,,,1154410.2018.4.10,,0,,0,,
-116.06138888888889,50.630805555555554,,,8,1.4,,11,2016-06-11 00:00:00,1.4,,5,0,,,6,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,13,18,,,1154410.2016.6.11,,0,,0,,
-116.06138888888889,50.630805555555554,,,-7.5,0,,26,2018-01-26 00:00:00,0,,21.5,21,,,1,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,-3.5,0.5,,,1154410.2018.1.26,,0,,0,,
-116.06138888888889,50.630805555555554,,,14.5,5,,21,2018-06-21 00:00:00,5,,0,0,,,6,KOOTENAY NP WEST GATE,2018,,,,1154410,,,BC,22.3,30,,,1154410.2018.6.21,,0,,4.3,,
-116.06138888888889,50.630805555555554,,,-16.5,0,,8,2016-12-08 00:00:00,0,,32.5,6,,,12,KOOTENAY NP WEST GATE,2016,,,,1154410,,,BC,-14.5,-12.5,,,1154410.2016.12.8,,0,,0,,
-116.06138888888889,50.630805555555554,,,3,3.4,,6,2014-11-06 00:00:00,3.4,,11.2,0,,,11,KOOTENAY NP WEST GATE,2014,,,,1154410,,,BC,6.8,10.5,,,1154410.2014.11.6,,0,,0,,
-116.06138888888889,50.630805555555554,,,7,0,,16,2021-05-16 00:00:00,0,,1.5,0,,,5,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,16.5,26,,,1154410.2021.5.16,,0,,0,,
-116.06138888888889,50.630805555555554,,,-4.5,2.6,,16,2013-02-16 00:00:00,0,,19,8,,,2,KOOTENAY NP WEST GATE,2013,,,,1154410,,,BC,-1,2.5,,,1154410.2013.2.16,,2.6,,0,,
-116.06138888888889,50.630805555555554,,,-0.5,0,,5,2021-11-05 00:00:00,0,,14,0,,,11,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,4,8.5,,,1154410.2021.11.5,,0,,0,,
-116.06138888888889,50.630805555555554,,,-1,0,,2,2021-03-02 00:00:00,0,,14.5,15,,,3,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,3.5,8,,,1154410.2021.3.2,,0,,0,,
-116.06138888888889,50.630805555555554,,,9,0,,24,2021-07-24 00:00:00,0,,0,0,,,7,KOOTENAY NP WEST GATE,2021,,,,1154410,,,BC,19.3,29.5,,,1154410.2021.7.24,,0,,1.3,,
-116.06138888888889,50.630805555555554,,,-5.5,1,,19,2015-02-19 00:00:00,0,,18.8,,,,2,KOOTENAY NP WEST GATE,2015,,,,1154410,,M,BC,-0.8,4,,,1154410.2015.2.19,,1,,0,,
